race_analysis_id,event_id,driver,team,start_lap,end_lap,position_delta,phase,event_type,evidence_type,confidence,note
2026-01-albert_park,2026-01-albert_park-pos-0001,ALB,Williams,2,2,-1.0,opening,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-04-miami,2026-04-miami-pos-0108,OCO,Haas F1 Team,32,32,-3.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-04-miami,2026-04-miami-pos-0109,OCO,Haas F1 Team,33,33,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-04-miami,2026-04-miami-pos-0110,OCO,Haas F1 Team,46,46,-1.0,closing,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-04-miami,2026-04-miami-pos-0111,PER,Cadillac,3,3,-1.0,opening,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-04-miami,2026-04-miami-pos-0112,PER,Cadillac,5,5,4.0,opening,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-04-miami,2026-04-miami-pos-0113,PER,Cadillac,7,7,1.0,opening,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-04-miami,2026-04-miami-pos-0114,PER,Cadillac,13,13,-2.0,middle,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-04-miami,2026-04-miami-pos-0115,PER,Cadillac,30,30,-1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-04-miami,2026-04-miami-pos-0116,PER,Cadillac,42,42,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-04-miami,2026-04-miami-pos-0117,PER,Cadillac,51,51,-1.0,closing,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-04-miami,2026-04-miami-pos-0118,PIA,McLaren,3,3,-1.0,opening,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-04-miami,2026-04-miami-pos-0119,PIA,McLaren,12,12,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-04-miami,2026-04-miami-pos-0120,PIA,McLaren,21,21,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-04-miami,2026-04-miami-pos-0121,PIA,McLaren,27,27,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-04-miami,2026-04-miami-pos-0122,PIA,McLaren,28,28,-2.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-04-miami,2026-04-miami-pos-0123,PIA,McLaren,29,29,-3.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-04-miami,2026-04-miami-pos-0124,PIA,McLaren,31,31,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-04-miami,2026-04-miami-pos-0125,PIA,McLaren,35,35,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-04-miami,2026-04-miami-pos-0126,PIA,McLaren,48,48,1.0,closing,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-04-miami,2026-04-miami-pos-0127,PIA,McLaren,56,56,1.0,closing,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-04-miami,2026-04-miami-pos-0128,RUS,Mercedes,3,3,1.0,opening,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-04-miami,2026-04-miami-pos-0129,RUS,Mercedes,12,12,-1.0,middle,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-04-miami,2026-04-miami-pos-0130,RUS,Mercedes,20,20,-1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-04-miami,2026-04-miami-pos-0131,RUS,Mercedes,21,21,-6.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-04-miami,2026-04-miami-pos-0132,RUS,Mercedes,22,22,2.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-04-miami,2026-04-miami-pos-0133,RUS,Mercedes,23,23,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-04-miami,2026-04-miami-pos-0134,RUS,Mercedes,24,24,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-04-miami,2026-04-miami-pos-0135,RUS,Mercedes,26,26,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-04-miami,2026-04-miami-pos-0136,RUS,Mercedes,28,28,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-04-miami,2026-04-miami-pos-0137,RUS,Mercedes,29,29,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-04-miami,2026-04-miami-pos-0138,RUS,Mercedes,35,35,-1.0,middle,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-04-miami,2026-04-miami-pos-0139,RUS,Mercedes,56,56,1.0,closing,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-04-miami,2026-04-miami-pos-0140,RUS,Mercedes,57,57,1.0,closing,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-04-miami,2026-04-miami-pos-0141,SAI,Williams,2,2,-1.0,opening,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-04-miami,2026-04-miami-pos-0142,SAI,Williams,5,5,2.0,opening,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-04-miami,2026-04-miami-pos-0143,SAI,Williams,7,7,1.0,opening,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-04-miami,2026-04-miami-pos-0144,SAI,Williams,15,15,1.0,middle,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-04-miami,2026-04-miami-pos-0145,SAI,Williams,18,18,-1.0,middle,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-04-miami,2026-04-miami-pos-0146,SAI,Williams,21,21,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-04-miami,2026-04-miami-pos-0147,SAI,Williams,22,22,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-04-miami,2026-04-miami-pos-0148,SAI,Williams,26,26,-2.0,middle,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-04-miami,2026-04-miami-pos-0149,SAI,Williams,29,29,-2.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-04-miami,2026-04-miami-pos-0150,SAI,Williams,32,32,2.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-04-miami,2026-04-miami-pos-0151,STR,Aston Martin,3,3,-1.0,opening,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-04-miami,2026-04-miami-pos-0152,STR,Aston Martin,5,5,1.0,opening,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-04-miami,2026-04-miami-pos-0153,STR,Aston Martin,7,7,1.0,opening,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-04-miami,2026-04-miami-pos-0154,STR,Aston Martin,12,12,-1.0,middle,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-04-miami,2026-04-miami-pos-0155,STR,Aston Martin,15,15,-2.0,middle,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-04-miami,2026-04-miami-pos-0156,STR,Aston Martin,23,23,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-04-miami,2026-04-miami-pos-0157,VER,Red Bull Racing,2,2,1.0,opening,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-04-miami,2026-04-miami-pos-0158,VER,Red Bull Racing,7,7,-8.0,opening,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-04-miami,2026-04-miami-pos-0159,VER,Red Bull Racing,12,12,2.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-04-miami,2026-04-miami-pos-0160,VER,Red Bull Racing,13,13,2.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-04-miami,2026-04-miami-pos-0161,VER,Red Bull Racing,15,15,2.0,middle,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-04-miami,2026-04-miami-pos-0162,VER,Red Bull Racing,17,17,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-04-miami,2026-04-miami-pos-0163,VER,Red Bull Racing,18,18,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-04-miami,2026-04-miami-pos-0164,VER,Red Bull Racing,21,21,2.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-04-miami,2026-04-miami-pos-0165,VER,Red Bull Racing,22,22,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-04-miami,2026-04-miami-pos-0166,VER,Red Bull Racing,26,26,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-04-miami,2026-04-miami-pos-0167,VER,Red Bull Racing,27,27,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-04-miami,2026-04-miami-pos-0168,VER,Red Bull Racing,28,28,2.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-04-miami,2026-04-miami-pos-0169,VER,Red Bull Racing,29,29,-2.0,middle,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-04-miami,2026-04-miami-pos-0170,VER,Red Bull Racing,47,47,-1.0,closing,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-04-miami,2026-04-miami-pos-0171,VER,Red Bull Racing,48,48,-1.0,closing,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-04-miami,2026-04-miami-pos-0172,VER,Red Bull Racing,56,56,-1.0,closing,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-04-miami,2026-04-miami-pos-0173,VER,Red Bull Racing,57,57,1.0,closing,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0001,ALB,Williams,2,2,5.0,opening,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0002,ALB,Williams,3,3,1.0,opening,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0003,ALB,Williams,6,6,1.0,opening,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0004,ALO,Aston Martin,2,2,4.0,opening,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0005,ALO,Aston Martin,6,6,-1.0,opening,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0006,ALO,Aston Martin,8,8,-2.0,opening,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0007,ALO,Aston Martin,9,9,-1.0,opening,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0008,ALO,Aston Martin,12,12,2.0,opening,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0009,ALO,Aston Martin,17,17,-1.0,middle,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0010,ALO,Aston Martin,18,18,-1.0,middle,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0011,ALO,Aston Martin,20,20,-1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-05-villeneuve,2026-05-villeneuve-pos-0012,ALO,Aston Martin,21,21,-2.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-05-villeneuve,2026-05-villeneuve-pos-0013,ANT,Mercedes,2,2,1.0,opening,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0014,ANT,Mercedes,6,6,-1.0,opening,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0015,ANT,Mercedes,22,22,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0016,ANT,Mercedes,25,25,-1.0,middle,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0017,ANT,Mercedes,30,30,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-05-villeneuve,2026-05-villeneuve-pos-0018,BEA,Haas F1 Team,2,2,2.0,opening,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0019,BEA,Haas F1 Team,11,11,-2.0,opening,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0020,BEA,Haas F1 Team,15,15,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0021,BEA,Haas F1 Team,30,30,-1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-05-villeneuve,2026-05-villeneuve-pos-0022,BEA,Haas F1 Team,39,39,1.0,middle,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0023,BOR,Audi,2,2,-7.0,opening,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-05-villeneuve,2026-05-villeneuve-pos-0024,BOR,Audi,3,3,1.0,opening,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-05-villeneuve,2026-05-villeneuve-pos-0025,BOR,Audi,11,11,1.0,opening,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0026,BOR,Audi,12,12,2.0,opening,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0027,BOR,Audi,16,16,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0028,BOR,Audi,18,18,-1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-05-villeneuve,2026-05-villeneuve-pos-0029,BOR,Audi,19,19,-1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-05-villeneuve,2026-05-villeneuve-pos-0030,BOR,Audi,21,21,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-05-villeneuve,2026-05-villeneuve-pos-0031,BOR,Audi,27,27,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0032,BOR,Audi,30,30,1.0,middle,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0033,BOR,Audi,39,39,1.0,middle,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0034,BOR,Audi,51,51,1.0,middle,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0035,BOR,Audi,63,63,-1.0,closing,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0036,BOT,Cadillac,2,2,3.0,opening,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-05-villeneuve,2026-05-villeneuve-pos-0037,BOT,Cadillac,3,3,-6.0,opening,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-05-villeneuve,2026-05-villeneuve-pos-0038,BOT,Cadillac,12,12,1.0,opening,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-05-villeneuve,2026-05-villeneuve-pos-0039,BOT,Cadillac,25,25,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0040,BOT,Cadillac,30,30,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-05-villeneuve,2026-05-villeneuve-pos-0041,BOT,Cadillac,39,39,1.0,middle,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0042,BOT,Cadillac,41,41,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0043,COL,Alpine,2,2,1.0,opening,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0044,COL,Alpine,30,30,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-05-villeneuve,2026-05-villeneuve-pos-0045,GAS,Alpine,2,2,1.0,opening,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0046,GAS,Alpine,6,6,1.0,opening,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0047,GAS,Alpine,15,15,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0048,GAS,Alpine,30,30,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-05-villeneuve,2026-05-villeneuve-pos-0049,GAS,Alpine,36,36,-1.0,middle,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0050,GAS,Alpine,39,39,1.0,middle,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0051,HAD,Red Bull Racing,2,2,1.0,opening,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0052,HAD,Red Bull Racing,30,30,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-05-villeneuve,2026-05-villeneuve-pos-0053,HAD,Red Bull Racing,31,31,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-05-villeneuve,2026-05-villeneuve-pos-0054,HAD,Red Bull Racing,39,39,-1.0,middle,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0055,HAM,Ferrari,2,2,1.0,opening,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0056,HAM,Ferrari,9,9,-1.0,opening,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0057,HAM,Ferrari,30,30,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-05-villeneuve,2026-05-villeneuve-pos-0058,HAM,Ferrari,62,62,1.0,closing,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0059,HUL,Audi,2,2,-8.0,opening,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-05-villeneuve,2026-05-villeneuve-pos-0060,HUL,Audi,3,3,1.0,opening,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-05-villeneuve,2026-05-villeneuve-pos-0061,HUL,Audi,6,6,-1.0,opening,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0062,HUL,Audi,9,9,1.0,opening,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0063,HUL,Audi,12,12,2.0,opening,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0064,HUL,Audi,16,16,2.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0065,HUL,Audi,17,17,1.0,middle,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0066,HUL,Audi,20,20,-2.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-05-villeneuve,2026-05-villeneuve-pos-0067,HUL,Audi,30,30,1.0,middle,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0068,HUL,Audi,39,39,1.0,middle,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0069,HUL,Audi,51,51,1.0,middle,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0070,HUL,Audi,64,64,-1.0,closing,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0071,LAW,Racing Bulls,2,2,1.0,opening,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0072,LAW,Racing Bulls,30,30,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-05-villeneuve,2026-05-villeneuve-pos-0073,LEC,Ferrari,2,2,1.0,opening,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0074,LEC,Ferrari,30,30,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-05-villeneuve,2026-05-villeneuve-pos-0075,LEC,Ferrari,31,31,-1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-05-villeneuve,2026-05-villeneuve-pos-0076,LEC,Ferrari,39,39,1.0,middle,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0077,NOR,McLaren,2,2,-12.0,opening,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-05-villeneuve,2026-05-villeneuve-pos-0078,NOR,McLaren,3,3,-1.0,opening,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-05-villeneuve,2026-05-villeneuve-pos-0079,NOR,McLaren,7,7,1.0,opening,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0080,NOR,McLaren,8,8,2.0,opening,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0081,NOR,McLaren,11,11,2.0,opening,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0082,NOR,McLaren,15,15,-5.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-05-villeneuve,2026-05-villeneuve-pos-0083,NOR,McLaren,18,18,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-05-villeneuve,2026-05-villeneuve-pos-0084,NOR,McLaren,20,20,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0085,NOR,McLaren,30,30,3.0,middle,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0086,NOR,McLaren,36,36,1.0,middle,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0087,OCO,Haas F1 Team,2,2,3.0,opening,track-position gain,inferred,0.52,Lap-position gain; pass-by-pass attribution unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0088,OCO,Haas F1 Team,6,6,-1.0,opening,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0089,OCO,Haas F1 Team,7,7,-2.0,opening,track-position loss,inferred,0.52,Lap-position loss; pass-by-pass attribution unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0090,OCO,Haas F1 Team,12,12,2.0,opening,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0091,OCO,Haas F1 Team,14,14,-1.0,middle,neutralization-affected movement,inferred,0.42,Track-status phase overlaps position movement; cause unavailable.
2026-05-villeneuve,2026-05-villeneuve-pos-0092,OCO,Haas F1 Team,15,15,1.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
2026-05-villeneuve,2026-05-villeneuve-pos-0093,OCO,Haas F1 Team,16,16,-3.0,middle,pit-cycle movement,inferred,0.58,Pit-window position movement inferred from lap-position changes; no exact gaps.
